match_id,team1,team2,team1_score,team2_score,winner,status,event,tournament
505158,ShindeN,Las Cabras,2,0,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM South ACE Stage 2
508866,La Masia,HooK Esport,1,2,,Completed,Up and Down–Lower Round 2,Challengers 2025: France Revolution Split 3
509985,Eintracht Frankfurt,ALTERNATE aTTaX,2,1,,Completed,Group Stage–Round 1,Challengers 2025: DACH Evolution Split 3
489315,Twisted Minds,VillianArc,2,0,,Completed,Group Stage–Week 5,Challengers 2025: MENA Resilience GCC-Pakistan-Iraq Split 2
508865,HooK Esport,Caldya Esport,2,1,,Completed,Up and Down–Lower Round 1,Challengers 2025: France Revolution Split 3
509287,Gentle Mates,BBL PCIFIC,2,1,,Completed,Main Event–Semifinals (S3),BtcTurk GameFest
509286,Natus Vincere,ULF Esports,2,0,,Completed,Main Event–Semifinals (S3),BtcTurk GameFest
494868,REIGNITE Lily,Meteor,2,1,,Completed,Main Stage–Lower Final,Game Changers 2025: Japan Split 2
509519,Reckoning Esports,Asterisk,1,2,,Completed,Group Stage–Opening (B),Challengers 2025: South Asia Split 3
509514,Revenant XSpark,XØ IND,2,0,,Completed,Group Stage–Opening (A),Challengers 2025: South Asia Split 3
504689,True Synergy Gaming GC,Divine,2,1,,Completed,Playoffs–Lower Final,Game Changers 2025: Oceania Split 2
494867,EOTO,Meteor,1,2,,Completed,Main Stage–Lower Round 3,Game Changers 2025: Japan Split 2
504688,Eternal Valor Esports GC,Divine,0,2,,Completed,Playoffs–Lower Round 1,Game Changers 2025: Oceania Split 2
504686,True Synergy Gaming GC,Kiss,1,2,,Completed,Playoffs–Upper Final,Game Changers 2025: Oceania Split 2
505127,FUEGO,Chivas Esports,1,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM North ACE Stage 2
505126,KTANA Esports,E-Xolos LAZER,0,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM North ACE Stage 2
505157,Farenvehn,LEVIATÁN Academy,1,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM South ACE Stage 2
505156,Zen eSports,9z Team,0,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM South ACE Stage 2
508864,La Masia,TODOBEW,2,0,,Completed,Up and Down–Lower Round 1,Challengers 2025: France Revolution Split 3
508861,ANIMALS,HooK Esport,2,0,,Completed,Up and Down–Upper Semifinals,Challengers 2025: France Revolution Split 3
509209,samuel autohaus,RIZON Impact,1,2,,Completed,Promotion–Lower Final,Challengers 2025: DACH Evolution Split 3
509518,Velocity Gaming,DOT EXE,2,0,,Completed,Group Stage–Opening (B),Challengers 2025: South Asia Split 3
509513,S8UL Esports,Global Esports Academy,2,0,,Completed,Group Stage–Opening (A),Challengers 2025: South Asia Split 3
494861,REIGNITE Lily,FENNEL GC,1,2,,Completed,Main Stage–Upper Final,Game Changers 2025: Japan Split 2
504685,Kiss,Divine,2,1,,Completed,Playoffs–Upper Semifinals,Game Changers 2025: Oceania Split 2
494866,DRX Changers,Meteor,0,2,,Completed,Main Stage–Lower Round 2,Game Changers 2025: Japan Split 2
504684,True Synergy Gaming GC,Eternal Valor Esports GC,2,0,,Completed,Playoffs–Upper Semifinals,Game Changers 2025: Oceania Split 2
494865,EOTO,Soleil Gaming GC,2,0,,Completed,Main Stage–Lower Round 2,Game Changers 2025: Japan Split 2
505125,FUEGO,FUSION,0,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM North ACE Stage 2
505124,KTANA Esports,Six Karma,0,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM North ACE Stage 2
505155,Zen eSports,OXEN,1,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM South ACE Stage 2
493334,Stellae Gaming,ELEVATE,2,0,,Completed,Regular Phase–Round 4,Challengers 2025: Brazil Gamers Club Split 2
493336,DIRETORIA,PEEK,2,0,,Completed,Regular Phase–Round 4,Challengers 2025: Brazil Gamers Club Split 2
505154,Farenvehn,ShindeN,2,0,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM South ACE Stage 2
508862,La Masia,Colors Esport,0,2,,Completed,Up and Down–Upper Semifinals,Challengers 2025: France Revolution Split 3
509208,RIZON Impact,Xplosion,1,2,,Completed,Promotion–Semifinals,Challengers 2025: DACH Evolution Split 3
508860,Colors Esport,Caldya Esport,2,0,,Completed,Up and Down–Round of 6,Challengers 2025: France Revolution Split 3
509207,VCGN Kaltstart,samuel autohaus,2,0,,Completed,Promotion–Semifinals,Challengers 2025: DACH Evolution Split 3
509190,XOXO Esports,Team NVus,2,3,,Completed,Promo/Rele–Decider,Challengers 2025: Türkiye Birlik Split 3
494864,Meteor,Sasanqua,2,0,,Completed,Main Stage–Lower Round 1,Game Changers 2025: Japan Split 2
494863,Soleil Gaming GC,Delight GC,2,1,,Completed,Main Stage–Lower Round 1,Game Changers 2025: Japan Split 2
494860,EOTO,FENNEL GC,0,2,,Completed,Main Stage–Upper Semifinals,Game Changers 2025: Japan Split 2
494859,REIGNITE Lily,DRX Changers,2,1,,Completed,Main Stage–Upper Semifinals,Game Changers 2025: Japan Split 2
505123,Chivas Esports,AB3 Esports,1,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM North ACE Stage 2
493333,2Game Academy,F4TALITY,2,0,,Completed,Regular Phase–Round 4,Challengers 2025: Brazil Gamers Club Split 2
505153,Rebirth Esports,LEVIATÁN Academy,0,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM South ACE Stage 2
505122,Contra,E-Xolos LAZER,0,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM North ACE Stage 2
493332,TBK Esports,Agropesca Jacare,2,0,,Completed,Regular Phase–Round 4,Challengers 2025: Brazil Gamers Club Split 2
505152,Las Cabras,9z Team,1,2,,Completed,Regular Phase–Week 1,Challengers 2025: LATAM South ACE Stage 2
509188,Papara SuperMassive,XOXO Esports,2,1,,Completed,Promo/Rele–Winner's,Challengers 2025: Türkiye Birlik Split 3
509189,Team NVus,SURGEmix,2,0,,Completed,Promo/Rele–Elimination,Challengers 2025: Türkiye Birlik Split 3
494858,FENNEL GC,Sasanqua,2,0,,Completed,Main Stage–Upper Quarterfinals,Game Changers 2025: Japan Split 2
494857,Meteor,EOTO,0,2,,Completed,Main Stage–Upper Quarterfinals,Game Changers 2025: Japan Split 2
494856,DRX Changers,Delight GC,2,1,,Completed,Main Stage–Upper Quarterfinals,Game Changers 2025: Japan Split 2
505192,KTANA GC,Nekoma Club,0,2,,Completed,Group Stage–Day 3,Game Changers 2025: LATAM North Stage 2
494855,REIGNITE Lily,Soleil Gaming GC,2,1,,Completed,Main Stage–Upper Quarterfinals,Game Changers 2025: Japan Split 2
505190,Akave Esports GC,Contra GC,2,1,,Completed,Group Stage–Day 3,Game Changers 2025: LATAM North Stage 2
506235,MIBR GC,Ballerina Cappuccina,2,0,,Completed,Swiss Stage–Round 1,Game Changers 2025: Brazil Stage 2
506236,TBS Esports GC,Corinthians Esports Inclusivo,2,1,,Completed,Swiss Stage–Round 1,Game Changers 2025: Brazil Stage 2
506233,Team Liquid Brazil,Ainda estamos aqui,2,0,,Completed,Swiss Stage–Round 1,Game Changers 2025: Brazil Stage 2
506234,2Game Esports GC,Curralzinho Sync,2,0,,Completed,Swiss Stage–Round 1,Game Changers 2025: Brazil Stage 2
488325,GnG Esports,3BL Esports,2,0,,Completed,Group Stage–Week 4,Challengers 2025: MENA Resilience North Africa and Levant Split 2
488324,Team GB,RAFHA eSPORTS,0,2,,Completed,Group Stage–Week 4,Challengers 2025: MENA Resilience North Africa and Levant Split 2
504869,Las Cabras GC,Polar Squad Esports GC,2,1,,Completed,Group Stage–Day 3,Game Changers 2025: LATAM South Stage 2
504867,HellGuardians Esports,Gold Evictix,0,2,,Completed,Group Stage–Day 3,Game Changers 2025: LATAM South Stage 2
508366,Global Esports,Team Secret,12,13,,Completed,Main Event–Match 1,Global Esports: Face Off Corrode
498628,Paper Rex,FNATIC,3,1,,Completed,Playoffs–Grand Final,Valorant Masters Toronto 2025
507067,Team tarik,Team Toast,7,13,,Completed,Showmatch–Showmatch,Valorant Masters Toronto 2025
498634,Wolves Esports,FNATIC,1,3,,Completed,Playoffs–Lower Final,Valorant Masters Toronto 2025
498633,G2 Esports,FNATIC,0,2,,Completed,Playoffs–Lower Round 3,Valorant Masters Toronto 2025
498627,Paper Rex,Wolves Esports,2,0,,Completed,Playoffs–Upper Final,Valorant Masters Toronto 2025
499790,GIANTX GC,SK Nebula,3,1,,Completed,Playoffs–Lower Final,Game Changers 2025: EMEA Stage 2
498632,Sentinels,FNATIC,1,2,,Completed,Playoffs–Lower Round 2,Valorant Masters Toronto 2025
498631,Gen.G,G2 Esports,1,2,,Completed,Playoffs–Lower Round 2,Valorant Masters Toronto 2025
498625,Sentinels,Paper Rex,0,2,,Completed,Playoffs–Upper Semifinals,Valorant Masters Toronto 2025
498626,Wolves Esports,Gen.G,2,0,,Completed,Playoffs–Upper Semifinals,Valorant Masters Toronto 2025
498630,Rex Regum Qeon,FNATIC,1,2,,Completed,Playoffs–Lower Round 1,Valorant Masters Toronto 2025
498629,Xi Lai Gaming,G2 Esports,0,2,,Completed,Playoffs–Lower Round 1,Valorant Masters Toronto 2025
498624,FNATIC,Gen.G,1,2,,Completed,Playoffs–Upper Quarterfinals,Valorant Masters Toronto 2025
498623,Rex Regum Qeon,Wolves Esports,0,2,,Completed,Playoffs–Upper Quarterfinals,Valorant Masters Toronto 2025
498621,Xi Lai Gaming,Sentinels,0,2,,Completed,Playoffs–Upper Quarterfinals,Valorant Masters Toronto 2025
498622,G2 Esports,Paper Rex,0,2,,Completed,Playoffs–Upper Quarterfinals,Valorant Masters Toronto 2025
490314,Paper Rex,Team Liquid,2,1,,Completed,Swiss Stage–Round 3 (1-1),Valorant Masters Toronto 2025
490315,Bilibili Gaming,Wolves Esports,0,2,,Completed,Swiss Stage–Round 3 (1-1),Valorant Masters Toronto 2025
490313,Team Liquid,MIBR,2,0,,Completed,Swiss Stage–Round 2 (0-1),Valorant Masters Toronto 2025
490312,Team Heretics,Wolves Esports,0,2,,Completed,Swiss Stage–Round 2 (0-1),Valorant Masters Toronto 2025
490310,Paper Rex,Gen.G,0,2,,Completed,Swiss Stage–Round 2 (1-0),Valorant Masters Toronto 2025
490311,Bilibili Gaming,Sentinels,1,2,,Completed,Swiss Stage–Round 2 (1-0),Valorant Masters Toronto 2025
490306,Gen.G,MIBR,2,0,,Completed,Swiss Stage–Round 1,Valorant Masters Toronto 2025
490308,Sentinels,Wolves Esports,2,0,,Completed,Swiss Stage–Round 1,Valorant Masters Toronto 2025
490307,Bilibili Gaming,Team Liquid,2,1,,Completed,Swiss Stage–Round 1,Valorant Masters Toronto 2025
490309,Team Heretics,Paper Rex,0,2,,Completed,Swiss Stage–Round 1,Valorant Masters Toronto 2025
493415,G2 Gozen,Zerance Mint,2,0,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
493416,SK Nebula,Twisted Minds Orchid,2,0,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
493413,Karmine Corp GC,GIANTX GC,1,2,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
493414,HEROIC Valkyries,DVM Miss,0,2,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
493318,PEEK,MIBR Academy,2,1,,Completed,Regular Phase–Round 2,Challengers 2025: Brazil Gamers Club Split 2
493316,Stellae Gaming,FURIA Academy,2,1,,Completed,Regular Phase–Round 2,Challengers 2025: Brazil Gamers Club Split 2
493317,Corinthians Esports,DIRETORIA,1,2,,Completed,Regular Phase–Round 2,Challengers 2025: Brazil Gamers Club Split 2
493758,MOUZ,ALTERNATE aTTaX,2,1,,Completed,Playoffs–Upper Semifinals,A1 eSports Cup #8
493412,DVM Miss,BLVKHVND,1,2,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
493411,GIANTX GC,Zerance Mint,2,1,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
493757,CGN Esports,Eintracht Frankfurt,0,2,,Completed,Playoffs–Upper Semifinals,A1 eSports Cup #8
493410,Karmine Corp GC,SK Nebula,1,2,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
493315,Agropesca Jacare,F4TALITY,0,2,,Completed,Regular Phase–Round 2,Challengers 2025: Brazil Gamers Club Split 2
493313,Los Grandes,2Game Academy,1,2,,Completed,Regular Phase–Round 2,Challengers 2025: Brazil Gamers Club Split 2
493314,RED Canids,TBK Esports,2,1,,Completed,Regular Phase–Round 2,Challengers 2025: Brazil Gamers Club Split 2
493409,SK Nebula,Zerance Mint,2,0,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
493408,Twisted Minds Orchid,BLVKHVND,2,1,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
493406,GIANTX GC,G2 Gozen,1,2,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
493407,HEROIC Valkyries,AlQadsiah Corals,1,2,,Completed,Group Stage–Week 3,Game Changers 2025: EMEA Stage 2
487861,LEVIATÁN Academy,ShindeN,2,3,,Completed,ACE Masters–Grand Final,Challengers 2025: LATAM South ACE Stage 2
493762,NXT,XPERION NXT,0,2,,Completed,Playoffs–Lower Round 1,A1 eSports Cup #8
493761,RIZON,Sissi State Punks,0,2,,Completed,Playoffs–Lower Round 1,A1 eSports Cup #8
494592,Eternal Fire,Galatasaray Esports,2,0,,Completed,Main Event–Semifinals (S1),BtcTurk GameFest
487848,E-Xolos LAZER,Six Karma,3,1,,Completed,ACE Masters–Grand Final,Challengers 2025: LATAM North ACE Stage 2
487860,OXEN,ShindeN,0,2,,Completed,ACE Masters–Semifinals,Challengers 2025: LATAM South ACE Stage 2
489112,Shopify Rebellion Gold,Wadadaa,3,1,,Completed,Main Event–Grand Final,Game Changers 2025: North America Stage 1
488321,BAAM Esports,GnG Esports,2,0,,Completed,Group Stage–Week 2,Challengers 2025: MENA Resilience North Africa and Levant Split 2
487859,LEVIATÁN Academy,9z Team,2,0,,Completed,ACE Masters–Semifinals,Challengers 2025: LATAM South ACE Stage 2
493402,Zerance Mint,BLVKHVND,0,2,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
493403,DVM Miss,AlQadsiah Corals,1,2,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
488320,One More Esports,Team GB,1,2,,Completed,Group Stage–Week 2,Challengers 2025: MENA Resilience North Africa and Levant Split 2
493400,Karmine Corp GC,G2 Gozen,0,2,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
493401,GIANTX GC,HEROIC Valkyries,2,0,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
484666,Revenant XSpark,Reckoning Esports,3,0,,Completed,Main Event–Grand Final,Challengers 2025: South Asia Split 2
484646,FEARX,SLT Seongnam,3,0,,Completed,Playoffs–Grand Final,Challengers 2025: Korea WDG Stage 2
484672,Velocity Gaming,Reckoning Esports,1,2,,Completed,Main Event–Lower Final,Challengers 2025: South Asia Split 2
487847,Six Karma,Contra,2,0,,Completed,ACE Masters–Semifinals,Challengers 2025: LATAM North ACE Stage 2
487846,E-Xolos LAZER,Chivas Esports,2,0,,Completed,ACE Masters–Semifinals,Challengers 2025: LATAM North ACE Stage 2
489118,Wadadaa,Ghost Gaming,3,0,,Completed,Main Event–Lower Final,Game Changers 2025: North America Stage 1
489121,RvN,Yung,2,0,,Completed,Group Stage–Week 2,Challengers 2025: MENA Resilience GCC-Pakistan-Iraq Split 2
493399,Zerance Mint,Twisted Minds Orchid,1,2,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
493397,Karmine Corp GC,HEROIC Valkyries,2,0,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
493398,G2 Gozen,SK Nebula,2,1,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
484665,Velocity Gaming,Revenant XSpark,1,2,,Completed,Main Event–Upper Final,Challengers 2025: South Asia Split 2
484651,T1 Academy,SLT Seongnam,1,3,,Completed,Playoffs–Lower Final,Challengers 2025: Korea WDG Stage 2
491961,Akave Esports GC,MYVRA GC,2,0,,Completed,LATAM North–Grand Final,Game Changers 2025: LATAM Mid Season
489117,Aussie and Friends,Ghost Gaming,1,2,,Completed,Main Event–Lower Round 3,Game Changers 2025: North America Stage 1
492146,LEVIATÁN GC,University War GC,1,2,,Completed,LATAM South–Grand Final,Game Changers 2025: LATAM Mid Season
489111,Shopify Rebellion Gold,Wadadaa,2,1,,Completed,Main Event–Upper Final,Game Changers 2025: North America Stage 1
493395,Karmine Corp GC,Twisted Minds Orchid,2,1,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
493396,G2 Gozen,AlQadsiah Corals,2,0,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
493393,SK Nebula,HEROIC Valkyries,2,1,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
493394,GIANTX GC,DVM Miss,2,0,,Completed,Group Stage–Week 2,Game Changers 2025: EMEA Stage 2
491474,ELEVATE,PEEK,0,2,,Completed,Regular Phase–Round 1,Challengers 2025: Brazil Gamers Club Split 2
486229,ENVY,Ambrosia,3,1,,Completed,Playoffs–Grand Final,Challengers 2025: North America ACE Stage 2
491472,Stellae Gaming,Corinthians Esports,1,2,,Completed,Regular Phase–Round 1,Challengers 2025: Brazil Gamers Club Split 2
491473,DIRETORIA,MIBR Academy,2,1,,Completed,Regular Phase–Round 1,Challengers 2025: Brazil Gamers Club Split 2
493756,Sissi State Punks,ALTERNATE aTTaX,0,2,,Completed,Playoffs–Upper Quarterfinals,A1 eSports Cup #8
493755,MOUZ,RIZON,2,0,,Completed,Playoffs–Upper Quarterfinals,A1 eSports Cup #8
491471,SAGAZ,Agropesca Jacare,0,2,,Completed,Regular Phase–Round 1,Challengers 2025: Brazil Gamers Club Split 2
487858,9z Team,Zen eSports,2,0,,Completed,ACE Masters–Decider (B),Challengers 2025: LATAM South ACE Stage 2
486235,Burger Boyz,Ambrosia,2,3,,Completed,Playoffs–Lower Final,Challengers 2025: North America ACE Stage 2
491469,Los Grandes,RED Canids,0,2,,Completed,Regular Phase–Round 1,Challengers 2025: Brazil Gamers Club Split 2
491470,TBK Esports,F4TALITY,1,2,,Completed,Regular Phase–Round 1,Challengers 2025: Brazil Gamers Club Split 2
487853,Farenvehn,ShindeN,0,2,,Completed,ACE Masters–Decider (A),Challengers 2025: LATAM South ACE Stage 2
493391,SK Nebula,DVM Miss,2,0,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
493390,Zerance Mint,HEROIC Valkyries,0,2,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
493388,G2 Gozen,BLVKHVND,2,0,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
493389,GIANTX GC,AlQadsiah Corals,2,0,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
487845,KTANA Esports,Chivas Esports,0,2,,Completed,ACE Masters–Decider (B),Challengers 2025: LATAM North ACE Stage 2
486228,ENVY,Burger Boyz,2,0,,Completed,Playoffs–Upper Final,Challengers 2025: North America ACE Stage 2
487840,AB3 Esports,Contra,0,2,,Completed,ACE Masters–Decider (A),Challengers 2025: LATAM North ACE Stage 2
486234,YFP,Ambrosia,0,2,,Completed,Playoffs–Lower Round 3,Challengers 2025: North America ACE Stage 2
492540,KPI Gaming,Otakar Esports,2,0,,Completed,Promotion–Lower Final,Challengers 2025: Spain Rising Split 3
493386,HEROIC Valkyries,Twisted Minds Orchid,0,2,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
493387,Zerance Mint,DVM Miss,1,2,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
492539,Otakar Esports,Oxygen Gaming,2,0,,Completed,Promotion–Lower Round 2,Challengers 2025: Spain Rising Split 3
493384,Karmine Corp GC,AlQadsiah Corals,2,0,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
493385,GIANTX GC,BLVKHVND,0,2,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
485406,E-KING,Full House,3,1,,Completed,Playoffs–Grand Final,Challengers 2025: Oceania Split 1
486232,TSM,YFP,0,2,,Completed,Playoffs–Lower Round 2,Challengers 2025: North America ACE Stage 2
487857,Zen eSports,Rebirth Esports,2,1,,Completed,ACE Masters–Elimination (B),Challengers 2025: LATAM South ACE Stage 2
486233,Winthrop University,Ambrosia,0,2,,Completed,Playoffs–Lower Round 2,Challengers 2025: North America ACE Stage 2
487852,ShindeN,Las Cabras,2,0,,Completed,ACE Masters–Elimination (A),Challengers 2025: LATAM South ACE Stage 2
492536,Barça eSports,KPI Gaming,2,0,,Completed,Promotion–Upper Final,Challengers 2025: Spain Rising Split 3
493383,Zerance Mint,AlQadsiah Corals,2,1,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
492537,Questionmarks,Otakar Esports,0,2,,Completed,Promotion–Lower Round 1,Challengers 2025: Spain Rising Split 3
493382,G2 Gozen,Twisted Minds Orchid,2,1,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
493381,SK Nebula,BLVKHVND,2,0,,Completed,Group Stage–Week 1,Game Changers 2025: EMEA Stage 2
485412,Full House,Long and Friends,3,2,,Completed,Playoffs–Lower Final,Challengers 2025: Oceania Split 1
487844,Chivas Esports,FUEGO,2,1,,Completed,ACE Masters–Elimination (B),Challengers 2025: LATAM North ACE Stage 2
489115,Aussie and Friends,:3,2,1,,Completed,Main Event–Lower Round 2,Game Changers 2025: North America Stage 1
487839,Contra,FUSION,2,0,,Completed,ACE Masters–Elimination (A),Challengers 2025: LATAM North ACE Stage 2
489116,YFP X,Ghost Gaming,0,2,,Completed,Main Event–Lower Round 2,Game Changers 2025: North America Stage 1
493205,ENVY,Maryville University,2,0,,Completed,NA Qualifier–Finals,Red Bull Home Ground 2025 Qualifiers
488020,100 Thieves,MIBR,3,2,,Completed,Americas Qualifier–Decider,Esports World Cup 2025
488319,Gamax Esports,RAFHA eSPORTS,2,0,,Completed,Group Stage–Week 1,Challengers 2025: MENA Resilience North Africa and Levant Split 2
488318,Team RA'AD,3BL Esports,2,0,,Completed,Group Stage–Week 1,Challengers 2025: MENA Resilience North Africa and Levant Split 2
491912,BBL PCIFIC,Enterprise Esports,1,3,,Completed,Playoffs–Grand Final,Challengers 2025: EMEA Stage 2
491914,Enterprise Esports,KOI Fénix,3,1,,Completed,Playoffs–Lower Final,Challengers 2025: EMEA Stage 2
488002,Team Liquid,Karmine Corp,1,3,,Completed,EMEA Qualifier–Decider (Phase 2),Esports World Cup 2025
488019,MIBR,Evil Geniuses,2,1,,Completed,Americas Qualifier–Elimination,Esports World Cup 2025
489114,Ghost Gaming,Teevee,2,1,,Completed,Main Event–Lower Round 1,Game Changers 2025: North America Stage 1
489110,Wadadaa,Aussie and Friends,2,0,,Completed,Main Event–Upper Semifinals,Game Changers 2025: North America Stage 1
489109,Shopify Rebellion Gold,YFP X,2,0,,Completed,Main Event–Upper Semifinals,Game Changers 2025: North America Stage 1
489113,:3,FlyQuest RED,2,1,,Completed,Main Event–Lower Round 1,Game Changers 2025: North America Stage 1
489103,The Ultimates,NOBLES,2,0,,Completed,Group Stage–Week 1,Challengers 2025: MENA Resilience GCC-Pakistan-Iraq Split 2
488018,NRG,100 Thieves,3,1,,Completed,Americas Qualifier–Winner's,Esports World Cup 2025
489102,Twisted Minds,AlQadsiah Esports,0,2,,Completed,Group Stage–Week 1,Challengers 2025: MENA Resilience GCC-Pakistan-Iraq Split 2
488001,FUT Esports,Karmine Corp,0,2,,Completed,EMEA Qualifier–Elimination (Phase 2),Esports World Cup 2025
488000,Team Liquid,BBL Esports,1,3,,Completed,EMEA Qualifier–Winner's (Phase 2),Esports World Cup 2025
485405,E-KING,Full House,2,1,,Completed,Playoffs–Upper Final,Challengers 2025: Oceania Split 1
485409,Long and Friends,Hornswogglers,2,0,,Completed,Playoffs–Lower Round 2,Challengers 2025: Oceania Split 1
489107,Wadadaa,Ghost Gaming,2,0,,Completed,Main Event–Upper Quarterfinals,Game Changers 2025: North America Stage 1
489108,Aussie and Friends,Teevee,2,0,,Completed,Main Event–Upper Quarterfinals,Game Changers 2025: North America Stage 1
488017,Evil Geniuses,100 Thieves,0,2,,Completed,Americas Qualifier–Opening,Esports World Cup 2025
489105,Shopify Rebellion Gold,:3,2,0,,Completed,Main Event–Upper Quarterfinals,Game Changers 2025: North America Stage 1
489106,YFP X,FlyQuest RED,2,0,,Completed,Main Event–Upper Quarterfinals,Game Changers 2025: North America Stage 1
488016,MIBR,NRG,0,2,,Completed,Americas Qualifier–Opening,Esports World Cup 2025
491911,BBL PCIFIC,Enterprise Esports,2,1,,Completed,Playoffs–Upper Final,Challengers 2025: EMEA Stage 2
491913,KOI Fénix,FOKUS,2,1,,Completed,Playoffs–Lower Round 1,Challengers 2025: EMEA Stage 2
492028,Melilla Titans,Otakar Esports,0,3,,Completed,Playoffs–Grand Final,Liga Radiante: Season 11
487999,BBL Esports,Karmine Corp,2,0,,Completed,EMEA Qualifier–Opening (Phase 2),Esports World Cup 2025
487998,Team Liquid,FUT Esports,2,0,,Completed,EMEA Qualifier–Opening (Phase 2),Esports World Cup 2025
485403,E-KING,BOBO,2,0,,Completed,Playoffs–Upper Semifinals,Challengers 2025: Oceania Split 1
485404,Full House,Long and Friends,2,1,,Completed,Playoffs–Upper Semifinals,Challengers 2025: Oceania Split 1
489432,DRX,Team Secret,13,4,,Completed,Pacific X Asian Champions League Qualifier–Day 2,Esports World Cup 2025
489433,BOOM Esports,Nongshim RedForce,13,6,,Completed,Pacific X Asian Champions League Qualifier–Day 2,Esports World Cup 2025
489430,DRX,Nongshim RedForce,11,13,,Completed,Pacific X Asian Champions League Qualifier–Day 2,Esports World Cup 2025
489431,BOOM Esports,Team Secret,11,13,,Completed,Pacific X Asian Champions League Qualifier–Day 2,Esports World Cup 2025
489428,DRX,BOOM Esports,14,12,,Completed,Pacific X Asian Champions League Qualifier–Day 2,Esports World Cup 2025
489429,Nongshim RedForce,Team Secret,9,13,,Completed,Pacific X Asian Champions League Qualifier–Day 2,Esports World Cup 2025
486226,ENVY,Winthrop University,2,1,,Completed,Playoffs–Upper Semifinals,Challengers 2025: North America ACE Stage 2
486227,TSM,Burger Boyz,0,2,,Completed,Playoffs–Upper Semifinals,Challengers 2025: North America ACE Stage 2
491910,Enterprise Esports,FOKUS,2,1,,Completed,Playoffs–Upper Semifinals,Challengers 2025: EMEA Stage 2
491909,BBL PCIFIC,KOI Fénix,2,0,,Completed,Playoffs–Upper Semifinals,Challengers 2025: EMEA Stage 2
484650,SLT Seongnam,SHERPA,2,0,,Completed,Playoffs–Lower Round 2,Challengers 2025: Korea WDG Stage 2
484671,S8UL Esports,Reckoning Esports,0,2,,Completed,Main Event–Lower Round 3,Challengers 2025: South Asia Split 2
489427,TALON,T1,7,13,,Completed,Pacific X Asian Champions League Qualifier–Day 1,Esports World Cup 2025
489426,Paper Rex,Global Esports,13,8,,Completed,Pacific X Asian Champions League Qualifier–Day 1,Esports World Cup 2025
485399,E-KING,Hornswogglers,2,1,,Completed,Playoffs–Upper Quarterfinals,Challengers 2025: Oceania Split 1
484645,T1 Academy,FEARX,1,2,,Completed,Playoffs–Upper Final,Challengers 2025: Korea WDG Stage 2
489424,Paper Rex,T1,13,8,,Completed,Pacific X Asian Champions League Qualifier–Day 1,Esports World Cup 2025
489425,TALON,Global Esports,10,13,,Completed,Pacific X Asian Champions League Qualifier–Day 1,Esports World Cup 2025
